"gvkey","tic","conm","prccq"
19502,"RVVTF","REVIVE THERAPEUTICS LTD",0.21
19507,"OUT","OUTFRONT MEDIA INC",23.12
19511,"FLXN","FLEXION THERAPEUTICS INC",20.22
19516,"IBP","INSTALLED BLDG PRODUCTS INC",52.95
19517,"OGS","ONE GAS INC",69.81
19518,"KN","KNOWLES CORP",16.92
19525,"AGFS","AGROFRESH SOLUTIONS INC",7.18
19526,"FPI","FARMLAND PARTNERS INC",8.94
19528,"PIH","1347 PROPERTY INS HLDGS INC",7.975
19529,"CWAY","COASTWAY BANCORP INC",20.5
19534,"CNCE","CONCERT PHARMACEUTICLS INC",13.95
19545,"ACSF","AMERICAN CAPITAL SR FLTG LTD",12.85
19565,"RIO","RIO TINTO GROUP (GBR)",42.31
19570,"STBA","S & T BANCORP INC",35.86
19574,"NEWM","NEW MEDIA INVESTMENT GROUP",13.48
19578,"TRNC","TRONC INC",12.89
19580,"TIME","TIME INC",14.35
19581,"LE","LANDS' END INC",23.6
19582,"CTRE","CARETRUST REIT INC",18.54
19600,"CBAY","CYMABAY THERAPEUTICS INC",5.76
19602,"HEAR","TURTLE BEACH CORP",0.7
19605,"RAND","RAND CAPITAL CORP",2.79
19635,"EGDW","EDGEWATER BANCORP INC",18.1
19640,"NBZZF","CONA RESOURCES LTD",3.23
19647,"LC","LENDINGCLUB CORP",5.51
19649,"SABR","SABRE CORP",21.77
19659,"TWCF","TOWN & COUNTRY FINANCIAL CP",21.3
19661,"TM","TOYOTA MOTOR CORP",105.02
19692,"FECOF","FEC RESOURCES INC",0.002
19696,"UNIEF","UNI-SELECT INC",31.32
19712,"OXBR","OXBRIDGE RE HOLDINGS LTD",5.6525
19713,"UBSH","UNION BANKSHARES CORP",33.9
19717,"AQXP","AQUINOX PHARMACEUTICALS INC",14.07
19718,"AKAO","ACHAOGEN INC",21.73
19719,"RESN","RESONANT INC",4.43
19722,"BPMX","BIOPHARMX CORP",0.8264
19730,"PCTY","PAYLOCITY HOLDING CORP",45.18
19744,"JD","JD.COM INC  -ADR",39.22
19747,"QUOT","QUOTIENT TECHNOLOGY INC",11.5
19752,"CMFN","CM FINANCE INC",10
19753,"RUBI","RUBICON PROJECT INC",5.14
19761,"CTRV","CONTRAVIR PHARMACEUTICALS",0.58
19762,"EXEO","EXEO ENTERTAINMENT INC",0.943
19769,"CDXI","CARDAX INC",0.199
19770,"AM","ANTERO MIDSTREAM PARTNERS LP",33.18
19771,"GLMD","GALMED PHARMACEUTICALS LTD",6.201
19772,"ORPN","BIOBLAST PHARMA LTD",0.67
19773,"CSLT","CASTLIGHT HEALTH INC",4.15
19784,"EGRX","EAGLE PHARMACEUTICALS INC",78.89
19788,"INGGF","INTERTAIN GROUP LTD",11.4
19791,"MPME","MEDISUN PRECISION MEDICINE L",0.2
19800,"LQ","LA QUINTA HOLDINGS INC",14.77
19815,"FCBP","FIRST CHOICE BANCORP",22.7
19817,"UVSP","UNIVEST CORP OF PENNSYLVANIA",29.95
19824,"AU","ANGLOGOLD ASHANTI LTD",9.72
19832,"VSAR","VERSARTIS INC",17.45
19843,"SFS","SMART & FINAL STORES INC",9.1
19849,"ATEN","A10 NETWORKS INC",8.44
19851,"CIO","CITY OFFICE REIT INC",12.7
19855,"IARE","INVENTRUST PROPERTIES CORP",1.5
19856,"GRVFF","GRENVILLE STRATEGIC ROYALTY",0.135
19858,"VRTV","VERITIV CORP",45
19859,"AKBA","AKEBIA THERAPEUTICS INC",14.37
19860,"WTBFA","W T B FINANCIAL CORP",350
19871,"PRGBQ","PROTEA BIOSCIENCES GROUP INC",0.0875
19873,"WASH","WASHINGTON TR BANCORP INC",51.55
19877,"QTWO","Q2 HOLDINGS INC",36.95
19881,"TWOU","2U INC",46.92
19898,"HIVE","AEROHIVE NETWORKS INC",5
19901,"KHTRF","KNIGHT THERAPEUTICS INC",10.29
19906,"GRUB","GRUBHUB INC",43.6
19908,"FIVN","FIVE9 INC",21.52
19909,"KANG","IKANG HEALTHCARE GROUP -ADR",12.27
19912,"CORI","CORIUM INTERNATIONAL INC",7.46
19925,"TPVG","TRIPLEPOINT VENTURE GWTH BDC",13.31
19927,"MC","MOELIS & CO",38.85
19931,"KBSR","KBS REAL ESTATE INVESTMENT",1.93
19935,"ENLC","ENLINK MIDSTREAM LLC",17.6
19940,"PKSLF","PEEKS SOCIAL LTD",1.05
19943,"FTBYF","FORTUNE BAY CORP",0.6
19965,"POPE","POPE RESOURCES/DE  -LP",74.05
19966,"CMCT","CIM COMMERICAL TRUST",15.9
19967,"AGTC","APPLIED GENETIC TECHNOLOGIES",5.1
19974,"TSLX","TPG SPECIALTY LENDING INC",20.45
19976,"AMZKF","AUTOMODULAR CORP",2.45
19977,"WATT","ENERGOUS CORP",16.26
19987,"AEGXF","AECON GROUP INC",16.14
19988,"MDWD","MEDIWOUND LTD",6.8
19989,"AMBR","AMBER ROAD INC",8.57
19991,"ATLDF","ATLANTA GOLD INC",0.065
19999,"AVPFF","AVCORP INDUSTRIES INC",0.07
20003,"KTWO","K2M GROUP HOLDINGS INC",24.36
20004,"WB","WEIBO CORP",66.47
20007,"DPMLF","DUNDEE PRECIOUS METLS  -CL A",2.42
20009,"LEJU","LEJU HOLDINGS LTD  -ADR",1.84
20010,"AGRX","AGILE THERAPEUTICS INC",3.75
20011,"TMST","TIMKENSTEEL CORP",15.37
20018,"ALDX","ALDEYRA THERAPEUTICS INC",4.65
20019,"CVBF","CVB FINANCIAL CORP",22.43
20020,"CVEO","CIVEO CORP",2.1
20029,"CSWC","CAPITAL SOUTHWEST CORP",16.08
20033,"ALDR","ALDER BIOPHARMACEUTICALS INC",11.45
20040,"SCYX","SCYNEXIS INC",1.79
20041,"TEDU","TARENA INTL INC  -ADR",17.91
20042,"ADMS","ADAMAS PHARMACEUTICALS INC",17.49
20043,"LENS","PRESBIA PLC",2.28
20044,"BGSF","BG STAFFING INC",17.38
20059,"FREVS","FIRST REAL ESTATE INV TR NJ",19
20067,"IHG","INTERCONTINENTAL HOTELS GRP",55.53
20088,"BOX","BOX INC",17.24
20089,"SERV","SERVICEMASTER GLOBAL HLDGS",39.19
20096,"TWMJF","CANOPY GROWTH CORP",7.97
20105,"FSIC","FS INVESTMENT CORP",9.15
20109,"CCBG","CAPITAL CITY BK GROUP INC",20.42
20113,"ZOES","ZOE'S KITCHEN INC",11.91
20115,"PAHC","PHIBRO ANIMAL HEALTH CORP",37.05
20116,"PAYC","PAYCOM SOFTWARE INC",68.41
20126,"WMS","ADVANCED DRAINAGE SYSTEMS",20.1
20128,"CMCM","CHEETAH MOBILE INC  -ADR",10.78
20129,"MTLS","MATERIALISE NV  -ADR",11.87
20130,"AY","ATLANTICA YIELD PLC",21.36
20133,"MDIT","MEDITE CANCER DIAGNOSTICS",0.55
20135,"QTNT","QUOTIENT LTD",7.36
20143,"MTBC","MEDICAL TRANSCRIPTION BILLNG",1.42
20147,"SDPI","SUPERIOR DRILLING PRODUCTS",0.63
20149,"CNGO","CENGAGE LEARNING HLDGS II",8.75
20170,"TOUR","TUNIU CORP  -ADR",8.03
20179,"GLOP","GASLOG PARTNERS LP",22.65
20183,"CERU","CERULEAN PHARMA INC",0.444
20185,"SMG","SCOTTS MIRACLE-GRO CO",89.46
20196,"LUXTY","LUXOTTICA GROUP SPA",58.28
20204,"ICON","ICONIX BRAND GROUP INC",6.91
20214,"ERF","ENERPLUS CORP",10.52
20225,"NERV","MINERVA NEUROSCIENCES INC",8.85
20228,"CTLT","CATALENT INC",35.1
20229,"ZEN","ZENDESK INC",27.78
20232,"KEYS","KEYSIGHT TECHNOLOGIES INC",37.43
20233,"TBPH","THERAVANCE BIOPHARMA INC",39.84
20235,"DNOW","NOW INC",16.08
20245,"CASC","CASCADIAN THERAPEUTICS INC",3.715
20253,"BMPAF","BRAMPTON BRICK LTD  -CL A",9.15
20255,"BIBLF","BRICK BREWING CO LTD",3.57
20269,"CWLPF","CALDWELL PARTNERS INTL INC",1.14
20270,"TKCI","TURNKEY CAPITAL INC",0.0201
20277,"OPB","OPUS BANK",24.2
20280,"NYRT","NEW YORK REIT INC",8.64
20281,"OBNNF","OSISKO MINING INC",4.1
20285,"CBWBF","CANADIAN WESTERN BANK",26.83
20288,"HLBYL","HERON LAKE BIOENERGY LLC",1
20298,"PE","PARSLEY ENERGY INC",27.75
20299,"LOB","LIVE OAK BANCSHARES INC",24.2
20300,"CETEF","CATHEDRAL ENERGY SVCS LTD",0.99
20304,"LCUAF","LE CHATEAU  -CL B",0.15
20315,"CGECF","COGECO INC  -SUB VTG",67.08
20323,"BNEFF","BONTERRA ENERGY CORP",16.74
20330,"MOBL","MOBILEIRON INC",6.05
20331,"JMEI","JUMEI INTL HOLDING LTD  -ADR",2.13
20333,"IBXNF","IBEX TECHNOLOGIES INC",0.21
20338,"COT","COTT CORP QUE",14.44
20339,"CXSNF","STREET CAPITAL GROUP INC",1.35
20340,"CCAOF","CALLIDUS CAPITAL CORP",14.18
20344,"WPG","WASHINGTON PRIME GROUP INC",8.37
20350,"DXIEF","DXI ENERGY INC",0.07
20392,"EXCOF","EXCO TECHNOLOGIES LTD",10.68
20407,"FRSH","PAPA MURPHY'S HOLDINGS INC",4.37
20412,"ARES","ARES MANAGEMENT LP",18
20414,"EANRF","EASTMAIN RESOURCES INC",0.48
20416,"ECVTF","ECONOMIC INVESTMENT TR LTD",118
20420,"OEC","ORION ENGINEERED CARBONS SA",19.95
20422,"HRTG","HERITAGE INSURANCE HOLDINGS",13.02
20423,"CZR","CAESARS ENTERTAINMENT CORP",12
20430,"SLM","SLM CORP",11.5
20441,"GWGH","GWG HOLDINGS INC",10.58
20456,"HMM.","HAMMOND MFG LTD  -CL A",1.97
20473,"WLKP","WESTLAKE CHEMICAL PRTNRS LP",24.75
20475,"GCAAF","GUARDIAN CAP GRP LTD  -CL A",26.15
20483,"FTGFF","FIRAN TECHNOLOGY GROUP CORP",4.34
20487,"HMCBF","HOME CAPITAL GROUP INC -CL B",16.99
20488,"GSS","GOLDEN STAR RESOURCES LTD",0.6501
20496,"ATTO","ATENTO SA",11.15
20500,"IPMLF","IMPERIAL METALS CORP",4.77
20502,"RYAM","RAYONIER ADVANCED MATERIALS",15.72
20513,"ECR","ECLIPSE RESOURCES CORP",2.86
20517,"LMB","LIMBACH HOLDINGS INC",11.99
20523,"IVXLF","INVENTRONICS LTD",0.13
20525,"ABSSF","AIRBOSS OF AMERICA CORP",13.1
20526,"ZPIN","ZHAOPIN LTD  -ADR",18.53
20529,"ELRFF","EASTERN PLATINUM LTD",0.26
20530,"BABA","ALIBABA GROUP HLDG",140.9
20534,"VNOM","VIPER ENERGY PARTNERS LP",15.7
20539,"PBFX","PBF LOGISTICS LP",19.5
20540,"TRUE","TRUECAR INC",19.93
20547,"ETFM","2050 MOTORS INC",0.0299
20548,"COG","CABOT OIL & GAS CORP",25.08
20550,"ABDC","ALCENTRA CAPITAL CORP",13.59
20554,"NAOV","NANOVIBRONIX INC",5.9
20561,"LIMAF","LINAMAR CORP",63.92
20565,"LTKBF","LOGISTEC CORP",34.8
20567,"MRNS","MARINUS PHARMACEUTICALS INC",1.37
20570,"MDCA","MDC PARTNERS INC",9.9
20600,"NG","NOVAGOLD RESOURCES LTD",3.93
20601,"MTLRF","METALORE RESOURCES LTD",2.95
20618,"OPWED","OPAWICA EXPLORATIONS INC",0.05
20619,"NXEO","NEXEO SOLUTIONS INC",8.3
20628,"ISTR","INVESTAR HOLDING CORP",22.9
20629,"MPUCF","MONETA PORCUPINE MINES INC",0.165
20643,"KITE","KITE PHARMA INC",103.67
20644,"GPRO","GOPRO INC",8.13
20645,"ARDX","ARDELYX INC",5.1
20646,"ORVMF","ORVANA MINERALS CORP",0.27
20649,"SNDX","SYNDAX PHARMACEUTICALS INC",13.97
20650,"NWLTF","NEWALTA CORP",1.44
20653,"DNR","DENBURY RESOURCES INC",1.53
20654,"PARNF","PARNELL PHARMACEUTICAL HLDGS",0.84
20655,"NEP","NEXTERA ENERGY PARTNERS LP",36.99
20659,"AMPH","AMPHASTAR PHARMACEUTICLS INC",17.86
20661,"VEC","VECTRUS INC",32.32
20670,"PAAS","PAN AMERICAN SILVER CORP",16.82
20675,"ROKA","SORRENTO TECH INC",2.581
20676,"PRMRF","PARAMOUNT RESOURCES LTD",19.09
20677,"FFWM","FIRST FOUNDATION INC",16.43
20683,"PGH","PENGROWTH ENERGY CORP",1.02
20684,"OBE","OBSIDIAN ENERGY LTD",1.63
20686,"SYF","SYNCHRONY FINANCIAL",29.82
20689,"PFBOF","PFB CORP",8.85
20692,"KE","KIMBALL ELECTRONICS INC",18.05
20695,"PDS","PRECISION DRILLING CORP",4.43
20696,"DOOR","MASONITE INTERNATIONAL CORP",75.5
20699,"LTRPA","LIBERTY TRIPADVISOR HOLDINGS",11.6
20710,"PREKF","PRAIRIESKY ROYALTY LTD",29.53
20720,"RLMD","RELMADA THERAPEUTICS INC",0.82
20721,"RIC","RICHMONT MINES INC",10.1
20727,"CVTGF","CLAIRVEST GROUP INC",34.37
20730,"FZMD","FUSE MEDICAL INC",0.32
20739,"TERP","TERRAFORM POWER INC",12
20740,"SPKE","SPARK ENERGY INC",18.8
20742,"ZFGN","ZAFGEN INC",3.51
20747,"TESO","TESCO CORP",4.45
20748,"ANET","ARISTA NETWORKS INC",149.79
20756,"MTNB","MATINAS BIOPHARMA HLDGS INC",1.69
20760,"Q.H","QUESTFIRE ENERGY CORP",0.12
20779,"CSCO","CISCO SYSTEMS INC",34.07
20791,"BXMT","BLACKSTONE MORTGAGE TR INC",31.6
20798,"PFNX","PFENEX INC",4.01
20810,"INVT","INVENTERGY GLOBAL INC",0.1399
20823,"HQY","HEALTHEQUITY INC",45.52
20840,"UBAAF","URBANA CORP",3.39
20860,"WIPKF","WINPAK LTD",58.22
20864,"SDURF","STROUD RESOURCES LTD",0.015
20874,"SYITF","SYNEX INTERNATIONAL INC",0.46
20876,"YRBAF","YORBEAU RESOURCES INC  -CL A",0.085
20879,"LSDAF","LASSONDE INDUSTRIES INC-CL A",245.48
20898,"SLNO","SOLENO THERAPEUTICS INC",0.501
20904,"HOLX","HOLOGIC INC",45.38
20913,"BHBK","BLUE HILLS BANCORP INC",17.9
20918,"JRNGF","JOURNEY ENERGY INC",1.79
20930,"ICE.","CANLAN ICE SPORTS CORP",3.75
20934,"CLIS","CLICKSTREAM CORP",0.0021
20935,"TRUP","TRUPANION INC",22.38
20943,"SAGE","SAGE THERAPEUTICS INC",79.64
20944,"SHLX","SHELL MIDSTREAM PARTNERS LP",30.3
20945,"IRMD","IRADIMED CORP",8.6
20950,"VTTI","VTTI ENERGY PARTNRS LP",19.65
20960,"CNNE","CANNAE HOLDINGS INC",15.8
20961,"PDVW","PDVWIRELESS INC",23.3
20989,"PRF.UN","PINEBRIDGE INVT GRD PFD SEC",23.56
20998,"SLYQF","POUNCE TECHNOLOGIES INC",0.2
21000,"HSDTD","HELIUS MEDICAL TECHNOLOGIES",1.56
21002,"CYBR","CYBERARK SOFTWARE LTD",49.95
21003,"ZSAN","ZOSANO PHARMA CORP",1.41
21004,"LNTH","LANTHEUS HOLDINGS INC",17.65
21006,"XENT","INTERSECT ENT INC",27.95
21008,"IMDZ","IMMUNE DESIGN CORP",9.75
21012,"ATRA","ATARA BIOTHERAPEUTICS INC",14
21015,"OCUL","OCULAR THERAPEUTIX INC",9.27
21016,"LOXO","LOXO ONCOLOGY INC",80.19
21019,"OMAM","OM ASSET MANAGEMENT PLC",14.86
21020,"ADVM","ADVERUM BIOTECHNOLOGIES",2.5
21032,"VKTX","VIKING THERAPEUTICS INC",1.08
21033,"TTOO","T2 BIOSYSTEMS INC",3.21
21040,"SPRS","SURGE COMPONENTS INC",0.7
21042,"AKTS","AKOUSTIS TECHNOLOGIES INC",8.74
21047,"DPLO","DIPLOMAT PHARMACY INC",14.8
21048,"HMLP","HOEGH LNG PARTNERS LP",19.15
21073,"MORE","MONOGRAM RESIDENTIAL TRUST",9.71
21079,"SNC","STATE NATIONAL COS INC",18.38
21082,"MBVX","MABVAX THERAPEUTICS HLDGS",1.39
21103,"RWLK","REWALK ROBOTICS LTD",1.75
21111,"SBCP","SUNSHINE BANCORP INC",21.31
21116,"ADMT","ADM TRONICS UNLIMITED INC/DE",0.18
21118,"AXDX","ACCELERATE DIAGNOSTICS INC",27.35
21124,"LOCO","EL POLLO LOCO HOLDINGS INC",13.85
21132,"FCSC","FIBROCELL SCIENCE INC",4.01
21136,"ABMC","AMERICAN BIO MEDICA CORP",0.1
21145,"OTIC","OTONOMY INC",18.85
21150,"AST","ASTERIAS BIOTHERAPEUTICS INC",3.55
21155,"ACUIF","ACUITYADS HOLDINGS INC",4.1
21165,"ICD","INDEPENDENCE CONTRACT DRLLNG",3.89
21178,"NBEV","NEW AGE BEVERAGES CORP",5.13
21188,"MZEI","MEDIZONE INTL INC",0.078
21208,"EARS","AURIS MEDICAL HOLDING AG",0.715
21209,"VBLT","VASCULAR BIOGENICS LTD",4.45
21216,"GQMNF","GOLDEN QUEEN MINING CO LTD",0.7
21223,"CFRX","CONTRAFECT CORP",1.45
21227,"LBRDK","LIBERTY BROADBAND CORP",86.75
21232,"NTN","NTN BUZZTIME INC",6.8
21237,"TTI","TETRA TECHNOLOGIES INC/DE",2.79
21238,"VICR","VICOR CORP",17.9
21241,"CGA","CHINA GREEN AGRICULTURE INC",1.28
21263,"SNBP","SUN BIOPHARMA INC",1.7
21273,"UGEIF","UGE INTERNATIONAL LTD",0.68
21282,"EYEG","EYEGATE PHARMACEUTICALS INC",1.37
21283,"ABWN","AIRBORNE WIRELESS NETWORK",2.15
21326,"GNBC","GREEN BANCORP INC",19.4
21339,"SMC.","SULLIDEN MINING CAPITAL INC",0.28
21352,"HYH","HALYARD HEALTH INC",39.28
21361,"NNUP","NOCOPI TECHNOLOGIES INC",0.045
21378,"AXAR","AXAR ACQUISITION CORP",9.85
21421,"EYES","SECOND SIGHT MEDICAL PRODS",1.26
21423,"UNIB","UNIVERSITY BANCORP INC",7
21429,"GVA","GRANITE CONSTRUCTION INC",48.24
21431,"CRC","CALIFORNIA RESOURCES CORP",8.55
21432,"RDGA","RIDGEFIELD ACQUISITION CORP",1.01
21433,"ZAYO","ZAYO GROUP HOLDINGS INC",30.9
21440,"LSTR","LANDSTAR SYSTEM INC",85.6
21452,"FWP","FORWARD PHARMA A/S  -ADR",20.33
21503,"KMPR","KEMPER CORP/DE",38.6
21506,"AMNF","ARMANINO FOODS DISTINCTION",2.18
21514,"LCRTF","LEUCROTTA EXPLORATION INC",1.86
21515,"UNVR","UNIVAR INC",29.2
21520,"CVRS","CORINDUS VASCULAR ROBOTICS",1.86
21521,"3CZFS","CITIZENS FINANCIAL SVCS INC",53.99
21522,"FOMX","FOAMIX PHARMACEUTICALS LTD",4.64
21524,"PRQR","PROQR THERAPEUTICS NV",5.2
21525,"CMTV","COMMUNITY BANCORP INC/VT",17.8
21540,"W","WAYFAIR INC",76.88
21542,"AAON","AAON INC",36.85
21547,"MDLY","MEDLEY MANAGEMENT INC",6.5
21554,"CREX","CREATIVE REALITIES INC",0.37
21563,"ELST","ELECTRONIC SYSTEM TECH INC",0.3801
21576,"ENUM","ENUMERAL BIOMEDICAL HLDGS",0.032
21577,"OGRMF","ORGANIGRAM HOLDINGS INC",2.44
21593,"CIVB","CIVISTA BANCSHARES INC",20.88
21604,"PGRE","PARAMOUNT GROUP INC",16
21616,"GWB","GREAT WESTERN BANCORP INC",40.81
21617,"DERM","DERMIRA INC",29.14
21619,"JAGX.1","JAGUAR ANIMAL HEALTH INC-OLD",0.5296
21626,"VSLR","VIVINT SOLAR INC",5.85
21627,"CALA","CALITHERA BIOSCIENCES INC",14.85
21628,"USDP","USD PARTNERS LP",11.2
21630,"STOR","STORE CAPITAL CORP",22.45
21633,"VBTX","VERITEX HOLDINGS INC",26.33
21635,"AFMD","AFFIMED NV",2.05
21641,"EDYYF","ENERDYNAMIC HYBRID TECHNLGS",0.13
21652,"CNXM","CNX MIDSTREAM PARTNERS LP",18.95
21663,"IAIC","INFORMATION ANALYSIS INC",0.3
21666,"RNSFF","RENAISSANCE OIL CORP",0.23
21674,"EBM.","EASTWOOD BIO-MEDICAL CDA INC",0.12
21696,"FSAM","FIFTH STREET ASSET MGMT INC",4.85
21739,"PRAH","PRA HEALTH SCIENCES INC",75.01
21743,"NVEC","NVE CORP",77
21744,"XENE","XENON PHARMACEUTICALS INC",3.15
21752,"RCBC","RIVER CITY BANK/CA",159
21761,"CDK","CDK GLOBAL INC",62.06
21771,"VGGOF","VOGOGO INC",0.125
21777,"MMSI","MERIT MEDICAL SYSTEMS INC",38.15
21792,"SRMC","SIERRA MONITOR CORP",1.5
21798,"FRPT","FRESHPET INC",16.6
21801,"VWR","VWR CORP",33.01
21802,"PRTO","PROTEON THERAPEUTICS INC",1.525
21807,"CTXR","CITIUS PHARMACEUTICALS INC",6.28
21808,"ERI","ELDORADO RESORTS INC",20
21814,"SKYS","SKY SOLAR HLDGS LTD -ADR",1.5
21815,"TBK","TRIUMPH BANCORP INC",24.55
21816,"TVPT","TRAVELPORT WORLDWIDE LTD",13.76
21818,"NDRM","NEURODERM LTD",29.9
21825,"CFG","CITIZENS FINANCIAL GROUP INC",35.68
21832,"KSMRF","CONTAGIOUS GAMING INC",0.025
21838,"VIVE","VIVEVE MEDICAL INC",7.18
21841,"CHRS","COHERUS BIOSCIENCES INC",14.35
21847,"HUBS","HUBSPOT INC",65.75
21859,"GLBXF","GLOBEX MINING ENTERPRISES",0.46
21860,"TLCC","TWINLAB CONSOLIDATED HLDGS",0.7
21864,"GIB","CGI GROUP INC  -CL A",66.26
21894,"MTRAF","METRO INC",42.68
21898,"BOOT","BOOT BARN HOLDINGS INC",7.08
21901,"FGEN","FIBROGEN INC",32.3
21904,"PANL","PANGAEA LOGISTICS SOLUTIONS",2.78
21916,"NVRO","NEVRO CORP",74.43
21918,"DM","DOMINION ENRG MIDSTRM PRT LP",28.85
21941,"MAZ.H","MAZARIN INC",0.05
21944,"HRMN","HARMONY MERGER CORP",10.3314
21946,"NAP","NAVIOS MARITIME MIDSTR PN LP",9.36
21951,"BZDLF","KINCORA COPPER LTD",0.35
21965,"CCRC","CHINA CUSTOMER RELATNS  CTRS",14.28
21983,"HABT","HABIT RESTAURANTS INC (THE)",15.8
21990,"MELR","MELROSE BANCORP INC",17.9
21998,"NEOT","NEOTHETICS INC",0.54
21999,"CNXR","CONNECTURE INC",0.6179
22000,"WK","WORKIVA INC",19.05
22010,"DPDW","DEEP DOWN INC",1.01
22025,"SNR","NEW SENIOR INVESTMENT GROUP",10.05
22035,"CRBP","CORBUS PHARMACEUTICALS HLDGS",6.3
22037,"SIEN","SIENTRA INC",9.72
22039,"SYNH","SYNEOS HEALTH INC",58.5
22040,"UPLD","UPLAND SOFTWARE INC",21.99
22047,"GRBK","GREEN BRICK PARTNERS INC",11.45
22049,"DIIBF","DOREL INDUSTRIES INC",25.79
22053,"MCF","CONTANGO OIL & GAS CO",6.64
22064,"FA.","FOUNTAIN ASSET CORP",0.3
22082,"JYNT","JOINT CORP (THE)",3.8
22085,"PWURF","AZARGA URANIUM CORP",0.236
22086,"IBOC","INTL BANCSHARES CORP",35.05
22111,"EHIC","EHI CAR SERVICES LTD -ADR",9.98
22114,"NMRD","NEMAURA MEDICAL INC",5.45
22119,"AINC","ASHFORD INC",50.98
22124,"LMRK","LANDMARK INFRAST PRTNS LP",16
22129,"ITEK","INOTEK PHARMACEUTICALS CORP",1.9
22134,"AXTA","AXALTA COATING SYSTEMS LTD",32.04
22136,"MRDN","MERIDIAN WASTE SOLUTIONS INC",1.65
22138,"TANH","TANTECH HOLDINGS LTD",2.37
22144,"MICR","MICRON SOLUTIONS INC",3.9
22159,"RMP","RICE MIDSTREAM PARTNERS LP",19.94
22164,"MOMO","MOMO INC  -ADR",36.96
22165,"ONDK","ON DECK CAPITAL INC",4.66
22168,"UNIR","UNIROYAL GLOBAL ENGINEERED",3.21
22178,"HDP","HORTONWORKS INC",12.88
22180,"UFAB","UNIQUE FABRICATING INC",9.52
22182,"NEWR","NEW RELIC INC",43.01
22198,"SOUM","SOOUM CORP",2e-04
22201,"ICBK","COUNTY BANCORP INC",24
22207,"TBI","TRUEBLUE INC",26.5
22215,"HMTXF","HEMOSTEMIX INC",0.075
22225,"OACQ","ORIGO ACQUISITION CORP",10.2
22229,"HSGX","HISTOGENICS CORP",1.79
22230,"JUNO","JUNO THERAPEUTICS INC",29.89
22258,"BLCM","BELLICUM PHARMACEUTICALS INC",11.68
22260,"HCA","HCA HEALTHCARE INC",87.2
22266,"AAAP","ADVANCED ACCELERATR APP -ADR",39.04
22267,"CYFL","CENTURY FINANCIAL CORP",21.25
22268,"DDRT","DANDRIT BIOTECH USA INC",1.9
22325,"XLNX","XILINX INC",64.32
22338,"UTGN","UTG INC",21.75
22343,"KLXI","KLX INC",47.3
22358,"BCTXF","BRIACELL THERAPEUTICS CORP",0.19
22371,"ELRE","YINFU GOLD CORP",5.95
22373,"LRAD","LRAD CORP",1.7
22387,"APHQF","APHRIA INC",5.24
22401,"BZYR","BURZYNSKI RESEARCH INSTITUTE",0.06
22447,"PARR","PAR PACIFIC HOLDINGS INC",18.04
22459,"UE","URBAN EDGE PROPERTIES",23.73
22460,"PRMCF","CRONOS GROUP INC",1.71
22484,"MDVX","MEDOVEX CORP",0.84
22543,"GTIM","GOOD TIMES RESTAURANTS INC",3.55
22570,"AAU","ALMADEN MINERALS LTD",1.62
22590,"PIRS","PIERIS PHARMACEUTICALS INC",5.06
22603,"SUM","SUMMIT MATERIALS INC",28.87
22604,"ASND","ASCENDIS PHARMA AS -ADR",27.76
22623,"ITRO","ITRONICS INC",0.35
22629,"HIFR","INFRAREIT INC",19.15
22632,"LCI","LANNETT CO INC",20.4
22637,"YECO","YULONG ECO-MATERIALS LTD",0.508
22653,"VSTO","VISTA OUTDOOR INC",22.51
22667,"ENTL","ENTELLUS MEDICAL INC",16.56
22671,"ESTE","EARTHSTONE ENERGY INC",10.01
22672,"SHAK","SHAKE SHACK INC",34.88
22673,"FLKS","FLEX PHARMA INC",3.85
22674,"DEA","EASTERLY GOVERNMENT PPTYS",20.95
22675,"HLG","HAILIANG EDUCATION GRP -ADR",8.88
22676,"CHEK","CHECK-CAP LTD",1.93
22697,"TCON","TRACON PHARMACEUTICALS INC",2.3999
22704,"AVGR","AVINGER INC",0.4484
22708,"INOV","INOVALON HOLDINGS INC",13.15
22709,"ONCE","SPARK THERAPEUTICS INC",59.74
22713,"HTGM","HTG MOLECULAR DIAGNOSTICS",2.66
22717,"SYBT","STOCK YARDS BANCORP INC",38.9
22727,"PUBC","PUREBASE CORP",0.18
22728,"APMFF","EAGLE GRAPHITE INC",0.035
22729,"WELX","WINLAND ELECTRONICS INC",1.68
22731,"PATI","PATRIOT TRANSPORTATION HLDG",17.87
22733,"VAPI","VAPIR ENTERPRISES INC",0.0299
22741,"CC","CHEMOURS CO",37.92
22761,"TIK","TEL-INSTRUMENT ELECTRONICS",3.2
22772,"UQM","UQM TECHNOLOGIES INC",0.8488
22783,"KEN","KENON HOLDINGS LTD",13.5
22789,"SIAF","SINO AGRO FOOD INC",2.1
22797,"MOC","COMMAND SECURITY CORP",3.2
22815,"TRMB","TRIMBLE INC",35.67
22817,"VERU","VERU INC",1.05
22853,"AJX","GREAT AJAX CORP",13.98
22861,"CKX","CKX LANDS INC",11.5
22862,"TLLT.1","TELEHEALTHCARE INC-OLD",0.18
22864,"JMU","JMU LTD -ADR",2.2
22865,"CGWB","CHINA GEWANG BIOTECH INC",6.03
22867,"NVTA","INVITAE CORP",9.56
22878,"QPAC","QUINPARIO ACQUISITION CORP 2",9.92
